start_node,end_node,street_name,road_direction,distance_meters,speed_limit_kph,duration_seconds,road_class,road_type,is_blocked,is_dead_end
"(14.181568, 121.256320)","(14.181449, 121.262417)",unnamed road,twoway,650,30,78,tertiary,uneven,0,1
"(14.181545, 121.255894)","(14.181575, 121.254639)",unnamed road,twoway,140,30,16.8,tertiary,uneven,0,0
"(14.181575, 121.254639)","(14.180850, 121.254855)",unnamed road,twoway,89,25,12.816,tertiary,dirt,0,1
"(14.181575, 121.254639)","(14.181591, 121.253895)",unnamed road,twoway,80,30,9.6,tertiary,uneven,0,0
"(14.181591, 121.253895)","(14.180537, 121.254268)",unnamed road,twoway,120,30,14.4,tertiary,uneven,0,1
"(14.181591, 121.253895)","(14.181623, 121.251917)",unnamed road,twoway,210,30,25.2,tertiary,uneven,0,0
"(14.181623, 121.251917)","(14.181401, 121.251849)",unnamed road,twoway,30,30,3.6,tertiary,uneven,0,0
"(14.181401, 121.251849)","(14.180037, 121.252334)",unnamed road,twoway,160,30,19.2,tertiary,uneven,0,0
"(14.180037, 121.252334)","(14.180331, 121.253156)",unnamed road,twoway,94,30,11.28,tertiary,uneven,0,0
"(14.180331, 121.253156)","(14.180175, 121.253233)",unnamed road,twoway,25,30,3,tertiary,uneven,0,0
"(14.180175, 121.253233)","(14.179865, 121.252419)",unnamed road,twoway,96,30,11.52,tertiary,uneven,0,0
"(14.180037, 121.252334)","(14.179865, 121.252419)",unnamed road,twoway,28,30,3.36,tertiary,uneven,0,0
"(14.179865, 121.252419)","(14.179160, 121.252663)",unnamed road,twoway,82,30,9.84,tertiary,uneven,0,0
"(14.179160, 121.252663)","(14.178996, 121.252296)",unnamed road,twoway,45,30,5.4,tertiary,uneven,0,0
"(14.178996, 121.252296)","(14.178796, 121.252385)",unnamed road,twoway,24,30,2.88,tertiary,uneven,0,0
"(14.178796, 121.252385)","(14.179057, 121.253027)",unnamed road,twoway,77,30,9.24,tertiary,uneven,0,0
"(14.179057, 121.253027)","(14.178724, 121.253140)",unnamed road,twoway,39,30,4.68,tertiary,uneven,0,0
"(14.178724, 121.253140)","(14.178461, 121.252524)",unnamed road,twoway,74,30,8.88,tertiary,uneven,0,0
"(14.178796, 121.252385)","(14.178461, 121.252524)",unnamed road,twoway,41,30,4.92,tertiary,uneven,0,0
"(14.178461, 121.252524)","(14.178153, 121.252652)",unnamed road,twoway,30,30,3.6,tertiary,uneven,0,0
"(14.178153, 121.252652)","(14.177290, 121.253023)",unnamed road,twoway,100,30,12,tertiary,uneven,0,0
"(14.177290, 121.253023)","(14.176785, 121.253235)",unnamed road,twoway,62,30,7.44,tertiary,uneven,0,0
"(14.178996, 121.252296)","(14.179149, 121.252245)",unnamed road,twoway,17,30,2.04,tertiary,uneven,0,0
"(14.179149, 121.252245)","(14.179252, 121.252470)",unnamed road,twoway,30,30,3.6,tertiary,uneven,0,0
"(14.179252, 121.252470)","(14.181048, 121.251810)",unnamed road,twoway,210,30,25.2,tertiary,uneven,0,0
"(14.181048, 121.251810)","(14.181319, 121.251737)",unnamed road,twoway,32,30,3.84,tertiary,uneven,0,0
"(14.181319, 121.251737)","(14.181344, 121.251133)",unnamed road,twoway,65,30,7.8,tertiary,uneven,0,0
"(14.181344, 121.251133)","(14.181113, 121.251190)",unnamed road,twoway,27,30,3.24,tertiary,uneven,0,0
"(14.181113, 121.251190)","(14.180790, 121.250166)",unnamed road,twoway,120,30,14.4,tertiary,uneven,0,0
"(14.180790, 121.250166)","(14.180517, 121.250171)",unnamed road,twoway,32,30,3.84,tertiary,uneven,0,0
"(14.180517, 121.250171)","(14.180237, 121.250158)",unnamed road,twoway,29,30,3.48,tertiary,uneven,0,0
"(14.180237, 121.250158)","(14.179914, 121.250065)",unnamed road,twoway,39,30,4.68,tertiary,uneven,0,0
"(14.179914, 121.250065)","(14.179621, 121.250041)",unnamed road,twoway,32,30,3.84,tertiary,uneven,0,0
"(14.179621, 121.250041)","(14.179360, 121.250088)",unnamed road,twoway,30,30,3.6,tertiary,uneven,0,0
"(14.179360, 121.250088)","(14.179544, 121.250789)",unnamed road,twoway,80,30,9.6,tertiary,uneven,0,0
"(14.179544, 121.250789)","(14.178919, 121.250993)",unnamed road,twoway,73,30,8.76,tertiary,uneven,0,1
"(14.179544, 121.250789)","(14.179890, 121.251910)",unnamed road,twoway,130,30,15.6,tertiary,uneven,0,0
"(14.179890, 121.251910)","(14.179149, 121.252245)",unnamed road,twoway,92,30,11.04,tertiary,uneven,0,0
"(14.179890, 121.251910)","(14.180157, 121.251810)",unnamed road,twoway,31,30,3.72,tertiary,uneven,0,0
"(14.180157, 121.251810)","(14.180406, 121.251719)",unnamed road,twoway,30,30,3.6,tertiary,uneven,0,0
"(14.180406, 121.251719)","(14.180664, 121.251620)",unnamed road,twoway,31,30,3.72,tertiary,uneven,0,0
"(14.180664, 121.251620)","(14.180935, 121.251515)",unnamed road,twoway,32,30,3.84,tertiary,uneven,0,0
"(14.180935, 121.251515)","(14.181048, 121.251810)",unnamed road,twoway,34,30,4.08,tertiary,uneven,0,0
"(14.180935, 121.251515)","(14.180869, 121.251307)",unnamed road,twoway,24,30,2.88,tertiary,uneven,0,0
"(14.180869, 121.251307)","(14.181113, 121.251190)",unnamed road,twoway,30,30,3.6,tertiary,uneven,0,0
"(14.180869, 121.251307)","(14.180517, 121.250171)",unnamed road,twoway,130,30,15.6,tertiary,uneven,0,0
"(14.180664, 121.251620)","(14.180237, 121.250158)",unnamed road,twoway,170,30,20.4,tertiary,uneven,0,0
"(14.180406, 121.251719)","(14.179914, 121.250065)",unnamed road,twoway,190,30,22.8,tertiary,uneven,0,0
"(14.180157, 121.251810)","(14.179621, 121.250041)",unnamed road,twoway,200,30,24,tertiary,uneven,0,0
"(14.181623, 121.251917)","(14.181639, 121.250710)",unnamed road,twoway,130,25,18.72,tertiary,uneven,0,0
"(14.181639, 121.250710)","(14.181661, 121.248916)",unnamed road,twoway,190,25,27.36,tertiary,uneven,0,0
"(14.181661, 121.248916)","(14.181736, 121.246896)",sampaguita st,twoway,210,25,30.24,tertiary,uneven,0,0
"(14.181736, 121.246896)","(14.181701, 121.245105)",sampaguita st,twoway,200,25,28.8,tertiary,uneven,0,0
"(14.181701, 121.245105)","(14.181718, 121.244652)",sampaguita st,twoway,46,25,6.624,tertiary,uneven,0,0
"(14.181718, 121.244652)","(14.181778, 121.243250)",sampaguita st,twoway,150,25,21.6,tertiary,uneven,0,0
"(14.181778, 121.243250)","(14.181768, 121.242836)",sampaguita st,twoway,45,25,6.48,tertiary,uneven,0,0
"(14.181768, 121.242836)","(14.181777, 121.242166)",sampaguita st,twoway,72,25,10.368,tertiary,uneven,0,0
"(14.181777, 121.242166)","(14.181825, 121.240957)",sampaguita st,twoway,130,25,18.72,tertiary,uneven,0,0
"(14.181825, 121.240957)","(14.181652, 121.241015)",junction rd,twoway,25,25,3.6,secondary,uneven,0,0
"(14.181652, 121.241015)","(14.181276, 121.241186)",junction rd,twoway,45,25,6.48,secondary,uneven,0,0
"(14.181276, 121.241186)","(14.181110, 121.241282)",junction rd,twoway,21,25,3.024,secondary,uneven,0,0
"(14.181110, 121.241282)","(14.180606, 121.241468)",junction rd,twoway,59,25,8.496,secondary,uneven,0,0
"(14.180606, 121.241468)","(14.180296, 121.241667)",junction rd,twoway,41,25,5.904,secondary,uneven,0,0
"(14.180296, 121.241667)","(14.179648, 121.241917)",junction rd,twoway,76,25,10.944,secondary,uneven,0,0
"(14.179648, 121.241917)","(14.179543, 121.241683)",Hospital Road,twoway,30,45,2.4,tertiary,asphalt,0,0
"(14.179648, 121.241917)","(14.178292, 121.242806)",Bangkal st,oneway,180,25,25.92,tertiary,uneven,0,0
"(14.179648, 121.241917)","(14.178414, 121.242247)",junction rd,twoway,140,25,20.16,secondary,uneven,0,0
"(14.178414, 121.242247)","(14.178292, 121.242806)",Manila s rd,twoway,63,45,5.04,national,asphalt,0,0
"(14.178292, 121.242806)","(14.178254, 121.242996)",Manila s rd,twoway,19,45,1.52,national,asphalt,0,0
"(14.178254, 121.242996)","(14.178120, 121.243757)",Manila s rd,twoway,83,45,6.64,national,asphalt,0,0
"(14.178120, 121.243757)","(14.177669, 121.246385)",Manila s rd,twoway,290,45,23.2,national,asphalt,0,0
"(14.177669, 121.246385)","(14.177563, 121.246914)",Manila s rd,twoway,61,45,4.88,national,asphalt,0,0
"(14.177563, 121.246914)","(14.177439, 121.247517)",Manila s rd,twoway,66,45,5.28,national,asphalt,0,0
"(14.177439, 121.247517)","(14.177292, 121.248490)",Manila s rd,twoway,100,45,8,national,asphalt,0,0
"(14.177292, 121.248490)","(14.177214, 121.248937)",Manila s rd,twoway,48,45,3.84,national,asphalt,0,0
"(14.177214, 121.248937)","(14.177152, 121.249270)",Manila s rd,twoway,38,45,3.04,national,asphalt,0,0
"(14.177152, 121.249270)","(14.176881, 121.250416)",Manila s rd,twoway,130,45,10.4,national,asphalt,0,0
"(14.176881, 121.250416)","(14.176785, 121.253235)",Manila s rd,twoway,300,45,24,national,asphalt,0,0
"(14.177152, 121.249270)","(14.179137, 121.248677)",unnamed road,twoway,230,25,33.12,tertiary,uneven,0,0
"(14.179137, 121.248677)","(14.179321, 121.249248)",unnamed road,twoway,66,25,9.504,tertiary,dirt,0,1
"(14.179137, 121.248677)","(14.179772, 121.248399)",unnamed road,twoway,77,25,11.088,tertiary,uneven,0,0
"(14.179772, 121.248399)","(14.180059, 121.248239)",unnamed road,twoway,36,25,5.184,tertiary,dirt,0,1
"(14.179772, 121.248399)","(14.179935, 121.248687)",unnamed road,twoway,37,25,5.328,tertiary,uneven,0,0
"(14.179935, 121.248687)","(14.180194, 121.248579)",unnamed road,twoway,32,25,4.608,tertiary,uneven,0,1
"(14.178120, 121.243757)","(14.178276, 121.243816)",los banos senior high school dr,twoway,25,28,3.214285714,tertiary,uneven,0,0
"(14.178276, 121.243816)","(14.178387, 121.244218)",los banos senior high school dr,twoway,46,28,5.914285714,tertiary,uneven,0,0
"(14.178387, 121.244218)","(14.178699, 121.244985)",los banos senior high school dr,twoway,90,28,11.57142857,tertiary,uneven,0,0
"(14.178699, 121.244985)","(14.178891, 121.245416)",los banos senior high school dr,twoway,49,28,6.3,tertiary,uneven,0,0
"(14.178891, 121.245416)","(14.179635, 121.246677)",los banos senior high school dr,twoway,160,28,20.57142857,tertiary,uneven,0,0
"(14.179635, 121.246677)","(14.180426, 121.246185)",unnamed road,twoway,99,28,12.72857143,tertiary,uneven,0,0
"(14.180426, 121.246185)","(14.180781, 121.245817)",unnamed road,twoway,55,28,7.071428571,tertiary,dirt,0,1
"(14.180426, 121.246185)","(14.180667, 121.246682)",unnamed road,twoway,60,28,7.714285714,tertiary,uneven,0,0
"(14.180667, 121.246682)","(14.180781, 121.246872)",unnamed road,twoway,30,28,3.857142857,tertiary,uneven,0,0
"(14.180781, 121.246872)","(14.180864, 121.247047)",unnamed road,twoway,21,28,2.7,tertiary,uneven,0,0
"(14.180864, 121.247047)","(14.180982, 121.247240)",unnamed road,twoway,24,28,3.085714286,tertiary,uneven,0,0
"(14.180982, 121.247240)","(14.181436, 121.246961)",unnamed road,twoway,58,28,7.457142857,tertiary,uneven,0,0
"(14.181436, 121.246961)","(14.181437, 121.246713)",unnamed road,twoway,30,28,3.857142857,tertiary,uneven,0,0
"(14.181437, 121.246713)","(14.181451, 121.246389)",unnamed road,twoway,34,28,4.371428571,tertiary,uneven,0,0
"(14.181451, 121.246389)","(14.181461, 121.246120)",unnamed road,twoway,30,28,3.857142857,tertiary,uneven,0,0
"(14.180864, 121.247047)","(14.181437, 121.246713)",unnamed road,twoway,74,28,9.514285714,tertiary,uneven,0,0
"(14.180781, 121.246872)","(14.181451, 121.246389)",unnamed road,twoway,93,28,11.95714286,tertiary,uneven,0,0
"(14.180667, 121.246682)","(14.181461, 121.246120)",unnamed road,twoway,110,28,14.14285714,tertiary,uneven,0,0
"(14.179635, 121.246677)","(14.179941, 121.247178)",unnamed road,twoway,63,28,8.1,tertiary,asphalt,0,0
"(14.179941, 121.247178)","(14.180441, 121.246860)",unnamed road,twoway,67,28,8.614285714,tertiary,uneven,0,1
"(14.179941, 121.247178)","(14.180042, 121.247345)",unnamed road,twoway,22,28,2.828571429,tertiary,asphalt,0,0
"(14.180042, 121.247345)","(14.180454, 121.247073)",unnamed road,twoway,58,28,7.457142857,tertiary,asphalt,0,1
"(14.180042, 121.247345)","(14.180257, 121.247712)",unnamed road,twoway,46,28,5.914285714,tertiary,asphalt,0,0
"(14.180257, 121.247712)","(14.180765, 121.247450)",unnamed road,twoway,64,28,8.228571429,tertiary,gravel,0,1
"(14.180257, 121.247712)","(14.180647, 121.248396)",unnamed road,twoway,86,28,11.05714286,tertiary,asphalt,0,0
"(14.180647, 121.248396)","(14.180791, 121.248679)",unnamed road,twoway,34,28,4.371428571,tertiary,asphalt,0,1
"(14.180647, 121.248396)","(14.180800, 121.248327)",unnamed road,twoway,18,28,2.314285714,tertiary,asphalt,0,0
"(14.180800, 121.248327)","(14.181408, 121.248021)",unnamed road,twoway,76,25,10.944,tertiary,asphalt,0,0
"(14.180800, 121.248327)","(14.180924, 121.248553)",unnamed road,twoway,30,25,4.32,tertiary,asphalt,0,0
"(14.180800, 121.248327)","(14.180715, 121.248103)",unnamed road,twoway,30,25,4.32,tertiary,asphalt,0,0
"(14.180924, 121.248553)","(14.181417, 121.248264)",unnamed road,twoway,63,25,9.072,tertiary,asphalt,0,0
"(14.181417, 121.248264)","(14.181408, 121.248021)",unnamed road,twoway,27,25,3.888,tertiary,asphalt,0,0
"(14.180715, 121.248103)","(14.181411, 121.247706)",unnamed road,twoway,91,25,13.104,tertiary,asphalt,0,0
"(14.181411, 121.247706)","(14.181408, 121.248021)",unnamed road,twoway,34,25,4.896,tertiary,asphalt,0,0
"(14.181276, 121.241186)","(14.181389, 121.242086)",unnamed road,twoway,99,30,11.88,tertiary,uneven,0,0
"(14.181389, 121.242086)","(14.181062, 121.242215)",unnamed road,twoway,39,30,4.68,tertiary,uneven,0,0
"(14.181062, 121.242215)","(14.180992, 121.242420)",unnamed road,twoway,30,30,3.6,tertiary,uneven,0,0
"(14.180992, 121.242420)","(14.180657, 121.242630)",unnamed road,twoway,41,30,4.92,tertiary,uneven,0,0
"(14.180992, 121.242420)","(14.180811, 121.242914)",unnamed road,twoway,57,30,6.84,tertiary,uneven,0,0
"(14.180657, 121.242630)","(14.180811, 121.242914)",unnamed road,twoway,34,30,4.08,tertiary,uneven,0,0
"(14.180811, 121.242914)","(14.180995, 121.243224)",unnamed road,twoway,38,30,4.56,tertiary,uneven,0,0
"(14.181389, 121.242086)","(14.180995, 121.243224)",unnamed road,twoway,130,30,15.6,tertiary,uneven,0,0
"(14.180995, 121.243224)","(14.180838, 121.243500)",unnamed road,twoway,30,30,3.6,tertiary,uneven,0,0
"(14.180838, 121.243500)","(14.180401, 121.242775)",unnamed road,twoway,91,30,10.92,tertiary,uneven,0,0
"(14.180657, 121.242630)","(14.180401, 121.242775)",unnamed road,twoway,39,30,4.68,tertiary,uneven,0,0
"(14.180401, 121.242775)","(14.180151, 121.242876)",unnamed road,twoway,32,30,3.84,tertiary,uneven,0,0
"(14.180151, 121.242876)","(14.180444, 121.243433)",unnamed road,twoway,67,30,8.04,tertiary,uneven,0,0
"(14.180444, 121.243433)","(14.180578, 121.243647)",unnamed road,twoway,30,30,3.6,tertiary,uneven,0,0
"(14.180578, 121.243647)","(14.180652, 121.243743)",unnamed road,twoway,13,30,1.56,tertiary,uneven,0,0
"(14.180838, 121.243500)","(14.180652, 121.243743)",unnamed road,twoway,33,30,3.96,tertiary,uneven,0,0
"(14.180444, 121.243433)","(14.180067, 121.243670)",unnamed road,twoway,49,30,5.88,tertiary,uneven,0,0
"(14.180067, 121.243670)","(14.179559, 121.243964)",unnamed road,twoway,65,30,7.8,tertiary,uneven,0,0
"(14.179559, 121.243964)","(14.179660, 121.244153)",unnamed road,twoway,28,30,3.36,tertiary,uneven,0,0
"(14.180578, 121.243647)","(14.179660, 121.244153)",unnamed road,twoway,120,30,14.4,tertiary,uneven,0,0
"(14.179660, 121.244153)","(14.179785, 121.244384)",unnamed road,twoway,29,30,3.48,tertiary,uneven,0,0
"(14.179927, 121.244311)","(14.179785, 121.244384)",unnamed road,twoway,19,30,2.28,tertiary,uneven,0,0
"(14.180652, 121.243743)","(14.179927, 121.244311)",unnamed road,twoway,100,30,12,tertiary,uneven,0,0
"(14.179559, 121.243964)","(14.178647, 121.244413)",unnamed road,twoway,110,30,13.2,tertiary,uneven,0,0
"(14.178647, 121.244413)","(14.178746, 121.244676)",unnamed road,twoway,31,30,3.72,tertiary,uneven,0,0
"(14.178746, 121.244676)","(14.178855, 121.244898)",unnamed road,twoway,27,30,3.24,tertiary,uneven,0,0
"(14.178855, 121.244898)","(14.178980, 121.245129)",unnamed road,twoway,30,30,3.6,tertiary,uneven,0,0
"(14.179927, 121.244311)","(14.179935, 121.244588)",unnamed road,twoway,31,30,3.72,tertiary,uneven,0,0
"(14.179935, 121.244588)","(14.178980, 121.245129)",unnamed road,twoway,120,30,14.4,tertiary,uneven,0,0
"(14.179785, 121.244384)","(14.178855, 121.244898)",unnamed road,twoway,120,30,14.4,tertiary,uneven,0,0
"(14.179660, 121.244153)","(14.178746, 121.244676)",unnamed road,twoway,120,30,14.4,tertiary,uneven,0,0
"(14.157664, 121.244793)","(14.156819, 121.243410)",Joseph C. Madamba,twoway,180,30,21.6,campus road,uneven,0,0
"(14.156819, 121.243410)","(14.155691, 121.241531)",Joseph C. Madamba,twoway,240,30,28.8,campus road,uneven,0,0
"(14.155691, 121.241531)","(14.156724, 121.240818)",Getulio B. Viado,twoway,140,30,16.8,campus road,uneven,0,0
"(14.156724, 121.240818)","(14.157617, 121.240761)",Getulio B. Viado,twoway,100,30,12,campus road,uneven,0,0
"(14.157617, 121.240761)","(14.157253, 121.239828)",Manuel L. Roxas,twoway,110,30,13.2,campus road,uneven,0,1
"(14.157617, 121.240761)","(14.157988, 121.240780)",Getulio B. Viado,twoway,41,30,4.92,campus road,uneven,0,0
"(14.157988, 121.240780)","(14.158102, 121.240854)",Getulio B. Viado,twoway,14,30,1.68,campus road,uneven,0,0
"(14.158102, 121.240854)","(14.159020, 121.242199)",Manuel L. Roxas,twoway,180,30,21.6,campus road,uneven,0,0
"(14.159020, 121.242199)","(14.158896, 121.242306)",Manuel L. Roxas,twoway,18,30,2.16,campus road,uneven,0,0
"(14.158896, 121.242306)","(14.158954, 121.242507)",Manuel L. Roxas,twoway,24,30,2.88,campus road,uneven,0,0
"(14.158954, 121.242507)","(14.159600, 121.243696)",Manuel L. Roxas,twoway,150,30,18,campus road,uneven,0,0
"(14.158896, 121.242306)","(14.158423, 121.242482)",unnamed road,twoway,56,30,6.72,campus road,uneven,0,0
"(14.158423, 121.242482)","(14.158270, 121.242228)",Archibald R. Ward,twoway,32,30,3.84,campus road,uneven,0,0
"(14.158270, 121.242228)","(14.158030, 121.242323)",Archibald R. Ward,twoway,29,30,3.48,campus road,uneven,0,1
"(14.158423, 121.242482)","(14.158543, 121.242719)",Archibald R. Ward,twoway,29,30,3.48,campus road,uneven,0,0
"(14.158954, 121.242507)","(14.158543, 121.242719)",Archibald R. Ward,twoway,52,30,6.24,campus road,uneven,0,0
"(14.158543, 121.242719)","(14.158688, 121.243082)",Archibald R. Ward,twoway,43,30,5.16,campus road,uneven,0,0
"(14.158688, 121.243082)","(14.158287, 121.243293)",Archibald R. Ward,twoway,51,30,6.12,campus road,uneven,0,0
"(14.158287, 121.243293)","(14.158019, 121.243442)",Archibald R. Ward,twoway,30,30,3.6,campus road,uneven,0,0
"(14.158019, 121.243442)","(14.158030, 121.243537)",unnamed road,twoway,11,30,1.32,campus road,uneven,0,0
"(14.158030, 121.243537)","(14.157667, 121.243790)",unnamed road,twoway,51,30,6.12,campus road,uneven,0,1
"(14.158019, 121.243442)","(14.157717, 121.242934)",Archibald R. Ward,twoway,64,30,7.68,campus road,uneven,0,0
"(14.157717, 121.242934)","(14.156819, 121.243410)",Archibald R. Ward,twoway,110,30,13.2,campus road,uneven,0,0
"(14.158287, 121.243293)","(14.158793, 121.244165)",Sam B. Durham,twoway,110,30,13.2,campus road,uneven,0,0
"(14.159809, 121.243620)","(14.160441, 121.243164)",Mariano M. Mondonedo Ave,twoway,86,30,10.32,secondary,asphalt,0,0
"(14.160441, 121.243164)","(14.160664, 121.243011)",Mariano M. Mondonedo Ave,twoway,33,30,3.96,secondary,asphalt,0,0
"(14.160664, 121.243011)","(14.161556, 121.242401)",Mariano M. Mondonedo Ave,twoway,120,30,14.4,secondary,asphalt,0,0
"(14.161556, 121.242401)","(14.162106, 121.242072)",Mariano M. Mondonedo Ave,twoway,71,30,8.52,secondary,asphalt,0,0
"(14.162106, 121.242072)","(14.162584, 121.241514)",Mariano M. Mondonedo Ave,twoway,79,30,9.48,secondary,asphalt,0,0
"(14.162584, 121.241514)","(14.162657, 121.241515)",Mariano M. Mondonedo Ave,oneway,9,30,1.08,secondary,asphalt,0,0
"(14.162657, 121.241515)","(14.162941, 121.241286)",Mariano M. Mondonedo Ave,oneway,40,30,4.8,secondary,asphalt,0,0
"(14.162941, 121.241286)","(14.162990, 121.241158)",Mariano M. Mondonedo Ave,oneway,15,30,1.8,secondary,asphalt,0,0
"(14.162990, 121.241158)","(14.163109, 121.240905)",Mariano M. Mondonedo Ave,twoway,30,30,3.6,secondary,asphalt,0,0
"(14.163109, 121.240905)","(14.163731, 121.240592)",Mariano M. Mondonedo Ave,twoway,77,30,9.24,secondary,asphalt,0,0
"(14.162990, 121.241158)","(14.162888, 121.241190)",Mariano M. Mondonedo Ave,oneway,12,30,1.44,secondary,asphalt,0,0
"(14.162888, 121.241190)","(14.162596, 121.241418)",Mariano M. Mondonedo Ave,oneway,41,30,4.92,secondary,asphalt,0,0
"(14.162596, 121.241418)","(14.162584, 121.241514)",Mariano M. Mondonedo Ave,oneway,12,30,1.44,secondary,asphalt,0,0
"(14.159020, 121.242199)","(14.159771, 121.241827)",Jose B. Juliano Ave,twoway,92,30,11.04,secondary,asphalt,0,0
"(14.159771, 121.241827)","(14.159611, 121.241483)",unnamed road,twoway,42,30,5.04,campus road,dirt,0,1
"(14.159771, 121.241827)","(14.160674, 121.241412)",Jose B. Juliano Ave,twoway,110,30,13.2,campus road,asphalt,0,0
"(14.160674, 121.241412)","(14.160492, 121.241016)",unnamed road,twoway,47,30,5.64,campus road,asphalt,0,1
"(14.160674, 121.241412)","(14.160886, 121.241309)",Jose B. Juliano Ave,twoway,26,30,3.12,campus road,asphalt,0,0
"(14.161556, 121.242401)","(14.160886, 121.241309)",Gen.Romeo Espino,twoway,140,30,16.8,campus road,asphalt,0,0
"(14.160886, 121.241309)","(14.161097, 121.241196)",Jose B. Juliano Ave,twoway,30,30,3.6,campus road,asphalt,0,0
"(14.161097, 121.241196)","(14.161481, 121.241014)",Jose B. Juliano Ave,twoway,49,30,5.88,campus road,asphalt,0,0
"(14.161097, 121.241196)","(14.161190, 121.240944)",Men's Dormitory Driveway,twoway,33,30,3.96,campus road,asphalt,0,0
"(14.161190, 121.240944)","(14.161481, 121.241014)",Men's Dormitory Driveway,twoway,37,30,4.44,campus road,asphalt,0,0
"(14.161481, 121.241014)","(14.161944, 121.240791)",Jose B. Juliano Ave,twoway,56,30,6.72,campus road,asphalt,0,0
"(14.161944, 121.240791)","(14.162544, 121.240516)",Jose B. Juliano Ave,twoway,74,30,8.88,campus road,asphalt,0,0
"(14.162544, 121.240516)","(14.162485, 121.240363)",Women's Dormitory Driveway,twoway,19,30,2.28,campus road,asphalt,0,1
"(14.162544, 121.240516)","(14.163501, 121.240064)",Jose B. Juliano Ave,twoway,120,30,14.4,campus road,asphalt,0,0
"(14.163501, 121.240064)","(14.163731, 121.240592)",Harold Cuzner Royal Palm Ave,twoway,68,30,8.16,campus road,asphalt,0,0
"(14.163731, 121.240592)","(14.164236, 121.241199)",Harold Cuzner Royal Palm Ave,twoway,88,30,10.56,campus road,asphalt,0,0
"(14.164236, 121.241199)","(14.165535, 121.242136)",Harold Cuzner Royal Palm Ave,twoway,180,30,21.6,campus road,asphalt,0,0
"(14.165535, 121.242136)","(14.165922, 121.243152)",Pedro R. Sandoval Ave,twoway,120,30,14.4,campus road,asphalt,0,0
"(14.165922, 121.243152)","(14.166271, 121.244053)",Pedro R. Sandoval Ave,twoway,100,30,12,campus road,asphalt,0,0
"(14.166271, 121.244053)","(14.165761, 121.244289)",Victoria M. Ela Ave,twoway,62,30,7.44,campus road,asphalt,0,0
"(14.165761, 121.244289)","(14.165471, 121.244420)",Victoria M. Ela Ave,twoway,30,30,3.6,campus road,asphalt,0,0
"(14.165471, 121.244420)","(14.164759, 121.244736)",Victoria M. Ela Ave,twoway,86,30,10.32,campus road,asphalt,0,0
"(14.164759, 121.244736)","(14.164971, 121.245224)",unnamed road,twoway,57,30,6.84,campus road,asphalt,0,1
"(14.164759, 121.244736)","(14.164430, 121.244899)",Victoria M. Ela Ave,twoway,40,30,4.8,campus road,asphalt,0,0
"(14.164430, 121.244899)","(14.164210, 121.244958)",Victoria M. Ela Ave,twoway,22,30,2.64,campus road,asphalt,0,0
"(14.164210, 121.244958)","(14.161423, 121.246604)",Rambutan,twoway,350,30,42,campus road,asphalt,0,0
"(14.165471, 121.244420)","(14.165898, 121.245442)",Victoria M. Ela Ave,twoway,120,30,14.4,campus road,asphalt,0,1
"(14.165761, 121.244289)","(14.165878, 121.244515)",Victoria M. Ela Ave,twoway,29,30,3.48,campus road,asphalt,0,0
"(14.165878, 121.244515)","(14.165979, 121.244538)",unnamed road,twoway,12,30,1.44,campus road,asphalt,0,0
"(14.165979, 121.244538)","(14.166357, 121.245343)",unnamed road,twoway,97,30,11.64,campus road,asphalt,0,1
"(14.164210, 121.244958)","(14.163386, 121.243435)",Vicente M. Dawis,twoway,190,30,22.8,campus road,asphalt,0,0
"(14.163386, 121.243435)","(14.161610, 121.244569)",Andres P. Aglibut Ave,twoway,230,30,27.6,campus road,uneven,0,0
"(14.161610, 121.244569)","(14.161672, 121.244672)",unnamed road,twoway,15,30,1.8,campus road,uneven,0,1
"(14.161610, 121.244569)","(14.161324, 121.244730)",Andres P. Aglibut Ave,twoway,36,30,4.32,campus road,asphalt,0,0
"(14.161324, 121.244730)","(14.160967, 121.244242)",unnamed road,twoway,66,30,7.92,campus road,asphalt,0,1
"(14.161324, 121.244730)","(14.160591, 121.245181)",Andres P. Aglibut Ave,twoway,96,30,11.52,campus road,asphalt,0,0
"(14.163386, 121.243435)","(14.163692, 121.242580)",Andres P. Aglibut Ave,twoway,98,30,11.76,campus road,asphalt,0,0
"(14.163692, 121.242580)","(14.163756, 121.242362)",Andres P. Aglibut Ave,twoway,24,30,2.88,campus road,asphalt,0,0
"(14.163756, 121.242362)","(14.163744, 121.241712)",Andres P. Aglibut Ave,twoway,70,30,8.4,campus road,asphalt,0,0
"(14.163744, 121.241712)","(14.164236, 121.241199)",Andres P. Aglibut Ave,twoway,79,30,9.48,campus road,asphalt,0,0
"(14.163692, 121.242580)","(14.163821, 121.242628)",unnamed road,twoway,15,30,1.8,campus road,asphalt,0,0
"(14.163821, 121.242628)","(14.164364, 121.243913)",Luz U. Onate,twoway,150,30,18,campus road,asphalt,0,0
"(14.164364, 121.243913)","(14.164610, 121.243816)",unnamed road,twoway,30,30,3.6,campus road,asphalt,0,1
"(14.164364, 121.243913)","(14.164759, 121.244736)",Luz U. Onate,twoway,100,30,12,campus road,asphalt,0,0
"(14.163821, 121.242628)","(14.164559, 121.242342)",unnamed road,twoway,89,30,10.68,campus road,asphalt,0,0
