start_node,end_node,street_name,road_direction,distance_meters,speed_limit_kph,duration_seconds,road_class,road_type,is_blocked,is_dead_end
"(14.170033, 121.247626)","(14.169933, 121.247687)",unnamed road,twoway,13,25,1.872,tertiary,uneven,0,0
"(14.169933, 121.247687)","(14.169911, 121.247775)",unnamed road,twoway,10,25,1.44,tertiary,uneven,0,0
"(14.169911, 121.247775)","(14.170157, 121.248285)",unnamed road,twoway,61,25,8.784,tertiary,uneven,0,0
"(14.170157, 121.248285)","(14.170162, 121.248366)",unnamed road,twoway,9,25,1.296,tertiary,uneven,0,0
"(14.170162, 121.248366)","(14.170697, 121.249513)",unnamed road,twoway,140,25,20.16,tertiary,uneven,0,0
"(14.170697, 121.249513)","(14.170884, 121.249734)",unnamed road,twoway,32,25,4.608,tertiary,uneven,0,0
"(14.170884, 121.249734)","(14.171227, 121.250353)",unnamed road,twoway,77,25,11.088,tertiary,uneven,0,0
"(14.171227, 121.250353)","(14.171400, 121.250765)",unnamed road,twoway,48,25,6.912,tertiary,uneven,0,1
"(14.171227, 121.250353)","(14.171030, 121.250460)",unnamed road,twoway,30,25,4.32,tertiary,uneven,0,0
"(14.171030, 121.250460)","(14.170556, 121.250745)",unnamed road,twoway,61,25,8.784,tertiary,uneven,0,0
"(14.171030, 121.250460)","(14.171128, 121.250669)",unnamed road,twoway,30,25,4.32,tertiary,uneven,0,0
"(14.171030, 121.250460)","(14.170923, 121.250273)",unnamed road,twoway,28,25,4.032,tertiary,uneven,0,0
"(14.170556, 121.250745)","(14.170671, 121.250919)",unnamed road,twoway,24,25,3.456,tertiary,uneven,0,0
"(14.170556, 121.250745)","(14.170452, 121.250511)",unnamed road,twoway,30,25,4.32,tertiary,uneven,0,0
"(14.171128, 121.250669)","(14.170671, 121.250919)",unnamed road,twoway,58,25,8.352,tertiary,uneven,0,0
"(14.170923, 121.250273)","(14.170452, 121.250511)",unnamed road,twoway,59,25,8.496,tertiary,uneven,0,0
"(14.170946, 121.246457)","(14.171215, 121.246257)",Bangkal st,twoway,36,28,4.628571429,tertiary,asphalt,0,0
"(14.171215, 121.246257)","(14.171430, 121.246758)",unnamed road,twoway,59,28,7.585714286,tertiary,asphalt,0,0
"(14.171430, 121.246758)","(14.171443, 121.246797)",unnamed road,twoway,4,28,0.514285714,tertiary,asphalt,0,0
"(14.171443, 121.246797)","(14.171552, 121.247027)",unnamed road,twoway,30,28,3.857142857,tertiary,asphalt,0,0
"(14.171552, 121.247027)","(14.171673, 121.247287)",unnamed road,twoway,31,28,3.985714286,tertiary,asphalt,0,0
"(14.171673, 121.247287)","(14.171782, 121.247511)",unnamed road,twoway,27,28,3.471428571,tertiary,asphalt,0,0
"(14.171782, 121.247511)","(14.172224, 121.248463)",unnamed road,twoway,110,28,14.14285714,tertiary,asphalt,0,0
"(14.172224, 121.248463)","(14.172495, 121.249033)",unnamed road,twoway,68,28,8.742857143,tertiary,asphalt,0,0
"(14.172495, 121.249033)","(14.172756, 121.249647)",unnamed road,twoway,73,28,9.385714286,tertiary,asphalt,0,0
"(14.172756, 121.249647)","(14.172848, 121.249671)",unnamed road,twoway,11,28,1.414285714,tertiary,asphalt,0,0
"(14.172848, 121.249671)","(14.173561, 121.249312)",unnamed road,twoway,88,28,11.31428571,tertiary,asphalt,0,0
"(14.173561, 121.249312)","(14.173449, 121.249063)",unnamed road,twoway,30,28,3.857142857,tertiary,asphalt,0,1
"(14.173561, 121.249312)","(14.173799, 121.249169)",unnamed road,twoway,31,28,3.985714286,tertiary,asphalt,0,1
"(14.172224, 121.248463)","(14.171943, 121.248593)",unnamed road,twoway,34,28,4.371428571,tertiary,asphalt,0,0
"(14.171943, 121.248593)","(14.171686, 121.248720)",unnamed road,twoway,32,28,4.114285714,tertiary,asphalt,0,0
"(14.171686, 121.248720)","(14.171400, 121.248874)",unnamed road,twoway,30,28,3.857142857,tertiary,asphalt,0,0
"(14.171400, 121.248874)","(14.171108, 121.248979)",unnamed road,twoway,30,28,3.857142857,tertiary,asphalt,0,0
"(14.171108, 121.248979)","(14.170793, 121.249169)",unnamed road,twoway,41,28,5.271428571,tertiary,asphalt,0,0
"(14.171108, 121.248979)","(14.170942, 121.248616)",unnamed road,twoway,43,28,5.528571429,tertiary,asphalt,0,0
"(14.170942, 121.248616)","(14.170628, 121.248793)",unnamed road,twoway,41,28,5.271428571,tertiary,asphalt,0,0
"(14.170793, 121.249169)","(14.170628, 121.248793)",unnamed road,twoway,45,28,5.785714286,tertiary,asphalt,0,0
"(14.170942, 121.248616)","(14.171174, 121.248457)",unnamed road,twoway,31,28,3.985714286,tertiary,asphalt,0,1
"(14.170793, 121.249169)","(14.170670, 121.249346)",unnamed road,twoway,28,28,3.6,tertiary,asphalt,0,0
"(14.170670, 121.249346)","(14.170886, 121.249631)",unnamed road,twoway,40,28,5.142857143,tertiary,asphalt,0,0
"(14.170886, 121.249631)","(14.171544, 121.249216)",unnamed road,twoway,86,28,11.05714286,tertiary,asphalt,0,0
"(14.171400, 121.248874)","(14.171397, 121.248930)",unnamed road,twoway,7,28,0.9,tertiary,asphalt,0,0
"(14.171397, 121.248930)","(14.171422, 121.249020)",unnamed road,twoway,10,28,1.285714286,tertiary,asphalt,0,0
"(14.171422, 121.249020)","(14.171544, 121.249216)",unnamed road,twoway,30,28,3.857142857,tertiary,asphalt,0,0
"(14.171544, 121.249216)","(14.171712, 121.249557)",unnamed road,twoway,41,28,5.271428571,tertiary,asphalt,0,0
"(14.171712, 121.249557)","(14.171105, 121.249946)",unnamed road,twoway,80,28,10.28571429,tertiary,asphalt,0,0
"(14.171105, 121.249946)","(14.171266, 121.250283)",unnamed road,twoway,42,28,5.4,tertiary,asphalt,0,0
"(14.171712, 121.249557)","(14.171854, 121.249875)",unnamed road,twoway,38,28,4.885714286,tertiary,asphalt,0,0
"(14.171854, 121.249875)","(14.171266, 121.250283)",unnamed road,twoway,79,28,10.15714286,tertiary,asphalt,0,0
"(14.171266, 121.250283)","(14.171387, 121.250597)",unnamed road,twoway,37,28,4.757142857,tertiary,asphalt,0,0
"(14.171387, 121.250597)","(14.171455, 121.250604)",unnamed road,twoway,8,28,1.028571429,tertiary,asphalt,0,0
"(14.171455, 121.250604)","(14.172310, 121.250054)",unnamed road,twoway,110,28,14.14285714,tertiary,asphalt,0,0
"(14.172310, 121.250054)","(14.172562, 121.249929)",unnamed road,twoway,31,28,3.985714286,tertiary,asphalt,0,0
"(14.171943, 121.248593)","(14.172562, 121.249929)",unnamed road,twoway,160,28,20.57142857,tertiary,asphalt,0,0
"(14.171686, 121.248720)","(14.172310, 121.250054)",unnamed road,twoway,160,28,20.57142857,tertiary,asphalt,0,0
"(14.171215, 121.246257)","(14.172224, 121.245735)",Bangkal st,twoway,130,28,16.71428571,tertiary,asphalt,0,0
"(14.172224, 121.245735)","(14.172466, 121.246237)",Jose Street,twoway,60,28,7.714285714,tertiary,asphalt,0,0
"(14.172466, 121.246237)","(14.172658, 121.246609)",Jose Street,twoway,45,28,5.785714286,tertiary,asphalt,0,1
"(14.172466, 121.246237)","(14.171430, 121.246758)",Roberto st,twoway,130,28,16.71428571,tertiary,asphalt,1,0
"(14.172224, 121.245735)","(14.172332, 121.245678)",Bangkal st,twoway,14,28,1.8,tertiary,asphalt,0,0
"(14.172332, 121.245678)","(14.172762, 121.245463)",Bangkal st,twoway,53,25,7.632,tertiary,asphalt,0,0
"(14.172744, 121.243268)","(14.172762, 121.245463)",Agapita Rd/Halcon St,twoway,240,25,34.56,tertiary,asphalt,0,0
"(14.172762, 121.245463)","(14.173031, 121.245978)",Agapita Rd/Halcon St,twoway,63,28,8.1,tertiary,asphalt,0,0
"(14.173031, 121.245978)","(14.173278, 121.246444)",Agapita Rd/Halcon St,twoway,58,28,7.457142857,tertiary,asphalt,0,0
"(14.173278, 121.246444)","(14.172708, 121.246735)",unnamed road,twoway,71,28,9.128571429,tertiary,dirt,0,0
"(14.172708, 121.246735)","(14.172607, 121.246809)",Jose Street,twoway,14,28,1.8,tertiary,dirt,0,0
"(14.172607, 121.246809)","(14.172420, 121.246906)",Jose Street,twoway,24,28,3.085714286,tertiary,dirt,0,0
"(14.172420, 121.246906)","(14.171673, 121.247287)",Jose Street,twoway,92,28,11.82857143,tertiary,dirt,0,0
"(14.172332, 121.245678)","(14.172310, 121.245613)",Bangkal st,twoway,8,28,1.028571429,tertiary,asphalt,0,0
"(14.172310, 121.245613)","(14.172311, 121.245546)",unnamed road,twoway,7,28,0.9,tertiary,asphalt,0,0
"(14.172311, 121.245546)","(14.172272, 121.244656)",unnamed road,twoway,97,28,12.47142857,tertiary,asphalt,0,0
"(14.172272, 121.244656)","(14.171952, 121.244851)",unnamed road,twoway,43,28,5.528571429,tertiary,asphalt,0,0
"(14.171952, 121.244851)","(14.172311, 121.245546)",unnamed road,twoway,87,28,11.18571429,tertiary,asphalt,0,0
"(14.172272, 121.244656)","(14.172422, 121.244432)",unnamed road,twoway,30,28,3.857142857,tertiary,asphalt,0,1
"(14.173278, 121.246444)","(14.173408, 121.246380)",unnamed road,twoway,16,28,2.057142857,tertiary,asphalt,0,0
"(14.173408, 121.246380)","(14.173721, 121.246210)",unnamed road,twoway,39,28,5.014285714,tertiary,asphalt,0,0
"(14.173721, 121.246210)","(14.174129, 121.245994)",unnamed road,twoway,51,28,6.557142857,tertiary,asphalt,0,1
"(14.172762, 121.245463)","(14.173605, 121.245061)",Bangkal st,twoway,100,28,12.85714286,tertiary,asphalt,0,0
"(14.173605, 121.245061)","(14.173805, 121.244872)",Bangkal st,twoway,31,28,3.985714286,tertiary,asphalt,0,0
"(14.173805, 121.244872)","(14.174099, 121.245404)",Daang Kalabaw,twoway,67,28,8.614285714,tertiary,asphalt,0,0
"(14.174099, 121.245404)","(14.174658, 121.246480)",Daang Kalabaw,twoway,130,28,16.71428571,tertiary,asphalt,0,0
"(14.174658, 121.246480)","(14.174912, 121.246918)",Daang Kalabaw,twoway,55,25,7.92,tertiary,asphalt,0,0
"(14.174912, 121.246918)","(14.175105, 121.247211)",Daang Kalabaw,twoway,38,25,5.472,tertiary,asphalt,0,0
"(14.175105, 121.247211)","(14.175373, 121.247658)",Daang Kalabaw,twoway,57,25,8.208,tertiary,asphalt,0,0
"(14.175373, 121.247658)","(14.176219, 121.249305)",Daang Kalabaw,twoway,200,25,28.8,tertiary,asphalt,0,0
"(14.176219, 121.249305)","(14.177214, 121.248937)",Santa Rita road,twoway,120,28,15.42857143,tertiary,asphalt,0,0
"(14.173805, 121.244872)","(14.175155, 121.244222)",Bangkal st,twoway,170,28,21.85714286,tertiary,asphalt,0,0
"(14.175155, 121.244222)","(14.177943, 121.243042)",Daang Kalabaw,twoway,350,28,45,tertiary,asphalt,0,0
"(14.177943, 121.243042)","(14.178254, 121.242996)",Bangkal st,twoway,30,25,4.32,tertiary,asphalt,0,0
"(14.175155, 121.244222)","(14.175249, 121.244398)",unnamed road,twoway,22,25,3.168,tertiary,asphalt,0,0
"(14.175249, 121.244398)","(14.175325, 121.244474)",unnamed road,twoway,12,25,1.728,tertiary,asphalt,0,0
"(14.175325, 121.244474)","(14.175377, 121.244496)",unnamed road,twoway,6,25,0.864,tertiary,asphalt,0,0
"(14.175377, 121.244496)","(14.175603, 121.244975)",unnamed road,twoway,57,25,8.208,tertiary,asphalt,0,0
"(14.175603, 121.244975)","(14.175816, 121.245411)",unnamed road,twoway,52,25,7.488,tertiary,asphalt,0,0
"(14.175816, 121.245411)","(14.176007, 121.245795)",unnamed road,twoway,47,25,6.768,tertiary,asphalt,0,1
"(14.174099, 121.245404)","(14.174509, 121.245194)",Daang Kalabaw,twoway,51,28,6.557142857,tertiary,asphalt,0,0
"(14.174509, 121.245194)","(14.175068, 121.246273)",unnamed road,twoway,130,28,16.71428571,tertiary,asphalt,0,0
"(14.175068, 121.246273)","(14.175296, 121.246185)",unnamed road,twoway,27,28,3.471428571,tertiary,asphalt,0,0
"(14.175296, 121.246185)","(14.175512, 121.246163)",unnamed road,twoway,30,28,3.857142857,tertiary,asphalt,0,0
"(14.175512, 121.246163)","(14.175719, 121.246125)",unnamed road,twoway,28,28,3.6,tertiary,asphalt,0,1
"(14.175296, 121.246185)","(14.175307, 121.245861)",unnamed road,twoway,30,28,3.857142857,tertiary,asphalt,0,0
"(14.175307, 121.245861)","(14.175290, 121.245739)",unnamed road,twoway,13,28,1.671428571,tertiary,asphalt,0,0
"(14.175290, 121.245739)","(14.174871, 121.244848)",unnamed road,twoway,110,28,14.14285714,tertiary,asphalt,0,0
"(14.174871, 121.244848)","(14.174443, 121.245058)",unnamed road,twoway,53,28,6.814285714,tertiary,asphalt,0,0
"(14.174443, 121.245058)","(14.174509, 121.245194)",unnamed road,twoway,17,28,2.185714286,tertiary,asphalt,0,0
"(14.174912, 121.246918)","(14.174239, 121.247288)",unnamed road,twoway,85,25,12.24,tertiary,asphalt,0,0
"(14.174239, 121.247288)","(14.173869, 121.247489)",unnamed road,twoway,46,25,6.624,tertiary,asphalt,0,0
"(14.173869, 121.247489)","(14.174036, 121.247812)",unnamed road,twoway,39,25,5.616,tertiary,asphalt,0,0
"(14.174036, 121.247812)","(14.174356, 121.247622)",unnamed road,twoway,42,25,6.048,tertiary,asphalt,0,1
"(14.174036, 121.247812)","(14.174191, 121.248193)",unnamed road,twoway,45,25,6.48,tertiary,asphalt,0,1
"(14.173869, 121.247489)","(14.173562, 121.247693)",unnamed road,twoway,40,25,5.76,tertiary,asphalt,0,0
"(14.173562, 121.247693)","(14.173129, 121.247922)",unnamed road,twoway,55,25,7.92,tertiary,asphalt,0,1
"(14.173562, 121.247693)","(14.173893, 121.248356)",unnamed road,twoway,81,25,11.664,tertiary,asphalt,0,1
"(14.176219, 121.249305)","(14.175920, 121.249430)",Santa Rita road,twoway,36,25,5.184,tertiary,asphalt,0,0
"(14.175920, 121.249430)","(14.175812, 121.249190)",unnamed road,twoway,29,25,4.176,tertiary,asphalt,0,1
"(14.175920, 121.249430)","(14.175940, 121.249659)",Santa Rita road,twoway,30,25,4.32,tertiary,asphalt,0,0
"(14.175940, 121.249659)","(14.175484, 121.249884)",unnamed road,twoway,57,25,8.208,tertiary,asphalt,0,0
"(14.175484, 121.249884)","(14.175652, 121.250188)",unnamed road,twoway,34,25,4.896,tertiary,uneven,0,0
"(14.175652, 121.250188)","(14.175565, 121.250222)",unnamed road,twoway,6,25,0.864,tertiary,uneven,0,0
"(14.175565, 121.250222)","(14.175424, 121.250274)",unnamed road,twoway,18,25,2.592,tertiary,uneven,0,0
"(14.175424, 121.250274)","(14.175866, 121.251213)",unnamed road,twoway,110,25,15.84,tertiary,uneven,0,0
"(14.175866, 121.251213)","(14.175973, 121.251147)",unnamed road,twoway,16,25,2.304,tertiary,uneven,0,0
"(14.175973, 121.251147)","(14.175565, 121.250222)",unnamed road,twoway,110,25,15.84,tertiary,uneven,0,0
"(14.175484, 121.249884)","(14.175232, 121.249979)",unnamed road,twoway,29,25,4.176,tertiary,uneven,0,0
"(14.175232, 121.249979)","(14.175170, 121.249830)",Santa Rita road,twoway,16,25,2.304,tertiary,uneven,0,0
"(14.175170, 121.249830)","(14.175060, 121.249502)",Santa Rita road,twoway,37,25,5.328,tertiary,uneven,0,1
"(14.175170, 121.249830)","(14.174792, 121.249977)",unnamed road,twoway,45,25,6.48,tertiary,uneven,0,0
"(14.174792, 121.249977)","(14.174575, 121.249392)",unnamed road,twoway,68,25,9.792,tertiary,uneven,0,1
"(14.174792, 121.249977)","(14.174651, 121.250043)",unnamed road,twoway,18,25,2.592,tertiary,uneven,0,0
"(14.174651, 121.250043)","(14.174874, 121.250542)",unnamed road,twoway,59,25,8.496,tertiary,uneven,0,0
"(14.174874, 121.250542)","(14.174609, 121.250687)",unnamed road,twoway,33,25,4.752,tertiary,dirt,0,1
"(14.174874, 121.250542)","(14.174992, 121.250982)",unnamed road,twoway,49,25,7.056,tertiary,gravel,0,1
"(14.174874, 121.250542)","(14.175131, 121.250480)",unnamed road,twoway,30,25,4.32,tertiary,asphalt,0,1
"(14.174651, 121.250043)","(14.174457, 121.250131)",unnamed road,twoway,30,25,4.32,tertiary,uneven,0,0
"(14.174457, 121.250131)","(14.174301, 121.249850)",unnamed road,twoway,30,25,4.32,tertiary,uneven,0,0
"(14.174301, 121.249850)","(14.173996, 121.249984)",unnamed road,twoway,38,25,5.472,tertiary,uneven,0,1
"(14.174457, 121.250131)","(14.174554, 121.250373)",unnamed road,twoway,27,25,3.888,tertiary,uneven,0,0
"(14.174554, 121.250373)","(14.173968, 121.250662)",unnamed road,twoway,71,25,10.224,tertiary,uneven,0,1
"(14.181652, 121.241015)","(14.181683, 121.240048)",junction rd,twoway,110,25,15.84,secondary,uneven,0,0
"(14.181683, 121.240048)","(14.181685, 121.239039)",unnamed road,twoway,110,25,15.84,tertiary,uneven,0,1
"(14.181683, 121.240048)","(14.181458, 121.240073)",unnamed road,twoway,30,25,4.32,tertiary,uneven,0,0
"(14.181458, 121.240073)","(14.181118, 121.240184)",unnamed road,twoway,40,25,5.76,tertiary,uneven,0,0
"(14.181458, 121.240073)","(14.181480, 121.239651)",unnamed road,twoway,46,25,6.624,tertiary,uneven,0,0
"(14.181480, 121.239651)","(14.181489, 121.239257)",unnamed road,twoway,42,25,6.048,tertiary,uneven,0,0
"(14.181489, 121.239257)","(14.181236, 121.239272)",unnamed road,twoway,30,25,4.32,tertiary,uneven,0,0
"(14.181236, 121.239272)","(14.180444, 121.239501)",unnamed road,twoway,92,25,13.248,tertiary,uneven,0,0
"(14.180444, 121.239501)","(14.180327, 121.239095)",unnamed road,twoway,46,25,6.624,tertiary,uneven,0,0
"(14.180327, 121.239095)","(14.181079, 121.238863)",2nd st,twoway,88,25,12.672,tertiary,uneven,0,0
"(14.181079, 121.238863)","(14.181304, 121.238839)",2nd st,twoway,30,25,4.32,tertiary,uneven,0,0
"(14.181304, 121.238839)","(14.181513, 121.238856)",2nd st,twoway,28,25,4.032,tertiary,uneven,0,0
"(14.181489, 121.239257)","(14.181513, 121.238856)",unnamed road,twoway,43,25,6.192,tertiary,uneven,0,0
"(14.181513, 121.238856)","(14.181510, 121.238424)",unnamed road,twoway,46,25,6.624,tertiary,uneven,0,0
"(14.181510, 121.238424)","(14.181101, 121.238419)",unnamed road,twoway,45,25,6.48,tertiary,uneven,0,0
"(14.181101, 121.238419)","(14.181007, 121.238442)",unnamed road,twoway,11,25,1.584,tertiary,uneven,0,0
"(14.181007, 121.238442)","(14.180214, 121.238693)",unnamed road,twoway,93,25,13.392,tertiary,uneven,0,0
"(14.180327, 121.239095)","(14.180214, 121.238693)",unnamed road,twoway,46,25,6.624,tertiary,uneven,0,0
"(14.167837, 121.241513)","(14.168231, 121.241380)",Ruby st,twoway,47,28,6.042857143,tertiary,uneven,0,0
"(14.168231, 121.241380)","(14.168090, 121.241018)",unnamed road,twoway,43,28,5.528571429,tertiary,uneven,0,1
"(14.168231, 121.241380)","(14.168335, 121.241346)",Ruby st,twoway,12,28,1.542857143,tertiary,uneven,0,0
"(14.168335, 121.241346)","(14.168659, 121.242009)",unnamed road,twoway,80,28,10.28571429,tertiary,uneven,0,1
"(14.168335, 121.241346)","(14.168790, 121.241219)",Ruby st,twoway,52,28,6.685714286,tertiary,uneven,0,0
"(14.168790, 121.241219)","(14.168947, 121.241576)",F.O Santos st,oneway,44,28,5.657142857,tertiary,uneven,0,0
"(14.168947, 121.241576)","(14.169014, 121.241191)",Arayat St/Ruby St,oneway,44,28,5.657142857,tertiary,uneven,0,0
"(14.168790, 121.241219)","(14.169014, 121.241191)",Ruby st,twoway,30,28,3.857142857,tertiary,uneven,0,0
"(14.168947, 121.241576)","(14.169055, 121.241844)",F.O Santos st,twoway,30,28,3.857142857,tertiary,uneven,0,0
"(14.169055, 121.241844)","(14.169676, 121.243492)",F.O Santos st,twoway,190,28,24.42857143,tertiary,uneven,0,0
"(14.169676, 121.243492)","(14.169900, 121.244073)",F.O Santos st,twoway,67,28,8.614285714,tertiary,uneven,0,0
"(14.169676, 121.243492)","(14.170236, 121.243195)",Diamond st,twoway,70,28,9,tertiary,uneven,0,0
"(14.170236, 121.243195)","(14.170820, 121.242900)",Diamond st,twoway,71,28,9.128571429,tertiary,uneven,0,0
"(14.170236, 121.243195)","(14.169644, 121.241669)",Banahaw st,twoway,180,28,23.14285714,tertiary,uneven,0,0
"(14.169055, 121.241844)","(14.169644, 121.241669)",Pearl st,twoway,68,28,8.742857143,tertiary,uneven,0,0
"(14.169644, 121.241669)","(14.170265, 121.241539)",Pearl st,twoway,71,28,9.128571429,tertiary,uneven,0,0
"(14.170265, 121.241539)","(14.170581, 121.242278)",Bulusan st,twoway,87,28,11.18571429,tertiary,uneven,0,0
"(14.170581, 121.242278)","(14.170820, 121.242900)",Bulusan st,twoway,72,28,9.257142857,tertiary,uneven,0,0
"(14.170820, 121.242900)","(14.171249, 121.242727)",Diamond st,twoway,52,28,6.685714286,tertiary,uneven,0,0
"(14.171249, 121.242727)","(14.171887, 121.242632)",Diamond st,twoway,72,28,9.257142857,tertiary,uneven,0,0
"(14.171887, 121.242632)","(14.172630, 121.242649)",Diamond st,twoway,83,28,10.67142857,tertiary,uneven,0,0
"(14.172630, 121.242649)","(14.172507, 121.242406)",Halcon st,twoway,30,28,3.857142857,tertiary,uneven,0,0
"(14.172507, 121.242406)","(14.172247, 121.241992)",Halcon st,twoway,53,28,6.814285714,tertiary,uneven,0,0
"(14.172247, 121.241992)","(14.171787, 121.241993)",Opal st,twoway,52,28,6.685714286,tertiary,uneven,0,0
"(14.171787, 121.241993)","(14.171483, 121.242017)",Opal st,twoway,34,28,4.371428571,tertiary,uneven,0,0
"(14.171483, 121.242017)","(14.171106, 121.242097)",Opal st,twoway,43,28,5.528571429,tertiary,uneven,0,0
"(14.171106, 121.242097)","(14.170581, 121.242278)",Opal st,twoway,62,28,7.971428571,tertiary,uneven,0,0
"(14.172247, 121.241992)","(14.171811, 121.241291)",Halcon st,twoway,90,28,11.57142857,tertiary,uneven,0,0
"(14.171811, 121.241291)","(14.170265, 121.241539)",Bulusan st/Pearl st,twoway,170,28,21.85714286,tertiary,uneven,0,0
"(14.171811, 121.241291)","(14.171489, 121.240720)",Halcon st,twoway,71,28,9.128571429,tertiary,uneven,0,0
"(14.171489, 121.240720)","(14.170922, 121.240811)",Ruby st,twoway,63,28,8.1,tertiary,uneven,0,0
"(14.170922, 121.240811)","(14.170049, 121.240970)",Ruby st,twoway,100,28,12.85714286,tertiary,uneven,0,0
"(14.170049, 121.240970)","(14.169014, 121.241191)",Ruby st,twoway,120,28,15.42857143,tertiary,uneven,0,0
"(14.172630, 121.242649)","(14.172675, 121.243266)",Halcon st,twoway,67,28,8.614285714,tertiary,uneven,0,0
"(14.172630, 121.242649)","(14.173299, 121.242655)",Diamond st,twoway,74,28,9.514285714,tertiary,uneven,0,0
"(14.173299, 121.242655)","(14.173302, 121.243276)",Samat st,twoway,66,28,8.485714286,tertiary,uneven,0,0
"(14.173299, 121.242655)","(14.173570, 121.242660)",Diamond st,twoway,30,28,3.857142857,tertiary,uneven,0,0
"(14.173570, 121.242660)","(14.173666, 121.242638)",Diamond st,twoway,11,28,1.414285714,tertiary,uneven,0,0
"(14.173666, 121.242638)","(14.175104, 121.242133)",Diamond st,twoway,170,28,21.85714286,tertiary,uneven,0,0
"(14.175104, 121.242133)","(14.174953, 121.241663)",Taal st,twoway,54,28,6.942857143,tertiary,uneven,0,0
"(14.174953, 121.241663)","(14.173598, 121.242277)",Emerald st,twoway,170,28,21.85714286,tertiary,uneven,0,0
"(14.173666, 121.242638)","(14.173598, 121.242277)",Mayon st,twoway,40,28,5.142857143,tertiary,uneven,0,0
"(14.173598, 121.242277)","(14.173518, 121.242147)",Mayon st,twoway,17,28,2.185714286,tertiary,uneven,0,0
"(14.173518, 121.242147)","(14.173439, 121.241947)",Mayon st,twoway,28,28,3.6,tertiary,uneven,0,0
"(14.173439, 121.241947)","(14.174818, 121.241233)",Jade st,twoway,170,28,21.85714286,tertiary,uneven,0,0
"(14.174818, 121.241233)","(14.174765, 121.241048)",Taal st,twoway,21,25,3.024,tertiary,uneven,0,0
"(14.174765, 121.241048)","(14.174718, 121.240960)",Taal st,twoway,11,25,1.584,tertiary,uneven,0,0
"(14.174718, 121.240960)","(14.173857, 121.239353)",Taal st,twoway,200,25,28.8,tertiary,uneven,0,0
"(14.173857, 121.239353)","(14.173747, 121.239371)",Marcela st,twoway,12,25,1.728,tertiary,uneven,0,0
"(14.173747, 121.239371)","(14.173582, 121.239519)",Marcela st,twoway,30,25,4.32,tertiary,uneven,0,0
"(14.173582, 121.239519)","(14.173214, 121.239748)",Marcela st,twoway,47,25,6.768,tertiary,uneven,0,0
"(14.173214, 121.239748)","(14.173064, 121.239704)",Marcela st,twoway,10,25,1.44,tertiary,uneven,0,0
"(14.173064, 121.239704)","(14.173011, 121.239565)",unnamed road,twoway,16,25,2.304,tertiary,uneven,0,0
"(14.173011, 121.239565)","(14.172970, 121.239487)",unnamed road,twoway,10,25,1.44,tertiary,uneven,0,0
"(14.172970, 121.239487)","(14.172914, 121.239395)",unnamed road,twoway,12,25,1.728,tertiary,uneven,0,0
"(14.172914, 121.239395)","(14.172931, 121.239319)",unnamed road,twoway,9,25,1.296,tertiary,uneven,0,0
"(14.172931, 121.239319)","(14.173255, 121.239116)",unnamed road,twoway,42,25,6.048,tertiary,uneven,0,0
"(14.173255, 121.239116)","(14.173325, 121.239128)",unnamed road,twoway,8,25,1.152,tertiary,uneven,0,0
"(14.173325, 121.239128)","(14.173416, 121.239278)",unnamed road,twoway,19,25,2.736,tertiary,uneven,0,0
"(14.173416, 121.239278)","(14.173582, 121.239519)",unnamed road,twoway,27,25,3.888,tertiary,uneven,0,0
"(14.173416, 121.239278)","(14.173011, 121.239565)",unnamed road,twoway,55,25,7.92,tertiary,uneven,0,0
"(14.174953, 121.241663)","(14.174818, 121.241233)",Taal st,twoway,49,25,7.056,tertiary,uneven,0,0
"(14.173439, 121.241947)","(14.173089, 121.242121)",Jade st,twoway,43,25,6.192,tertiary,uneven,0,0
"(14.173089, 121.242121)","(14.172507, 121.242406)",Jade st,twoway,73,25,10.512,tertiary,uneven,0,0
"(14.173089, 121.242121)","(14.172164, 121.240618)",Mt. Isarog,twoway,190,25,27.36,tertiary,uneven,0,0
"(14.172164, 121.240618)","(14.172545, 121.240491)",Ruby st,twoway,45,25,6.48,tertiary,uneven,0,0
"(14.172545, 121.240491)","(14.172692, 121.240411)",unnamed road,twoway,18,25,2.592,tertiary,uneven,0,0
"(14.172692, 121.240411)","(14.172743, 121.240401)",unnamed road,twoway,6,25,0.864,tertiary,uneven,0,0
"(14.172743, 121.240401)","(14.172790, 121.240428)",unnamed road,twoway,6,25,0.864,tertiary,uneven,0,0
"(14.172790, 121.240428)","(14.173094, 121.240904)",unnamed road,twoway,61,25,8.784,tertiary,uneven,0,0
"(14.173094, 121.240904)","(14.173377, 121.241315)",Kanlaon,twoway,55,25,7.92,tertiary,gravel,0,0
"(14.173377, 121.241315)","(14.173604, 121.241193)",unnamed road,twoway,29,25,4.176,tertiary,gravel,0,0
"(14.173604, 121.241193)","(14.173950, 121.240960)",unnamed road,twoway,46,25,6.624,tertiary,gravel,0,1
"(14.172164, 121.240618)","(14.171489, 121.240720)",Ruby st,twoway,76,25,10.944,tertiary,uneven,0,0
"(14.175104, 121.242133)","(14.175432, 121.242010)",Diamond st,twoway,39,25,5.616,tertiary,uneven,0,0
"(14.175432, 121.242010)","(14.175466, 121.242063)",Diamond st N Ext,twoway,8,25,1.152,tertiary,gravel,0,0
"(14.175466, 121.242063)","(14.175813, 121.241922)",Diamond st N Ext,twoway,41,25,5.904,tertiary,gravel,0,1
